id RUL SensorMeasure2 SensorMeasure3 SensorMeasure4 SensorMeasure7 SensorMeasure8 SensorMeasure11 SensorMeasure12 SensorMeasure13 SensorMeasure15 SensorMeasure17 SensorMeasure20 SensorMeasure21
224 254 641.79 1585.17 1396.15 553.62 2388.01 47.09 522.26 2387.99 8.4102 392 39.01 23.4434
225 253 642.12 1584.08 1394.24 555.09 2388.0 47.22 522.64 2387.96 8.4188 390 38.87 23.4571
226 252 641.37 1575.73 1392.55 554.73 2388.02 47.25 522.0 2388.0 8.4164 394 39.06 23.5283
227 251 641.27 1581.56 1397.13 554.59 2388.02 47.21 522.32 2388.0 8.3709 391 39.12 23.3881
228 250 642.1 1585.63 1396.29 555.01 2388.04 47.16 522.69 2388.02 8.3609 391 39.08 23.4047
229 249 642.22 1585.15 1397.75 554.21 2388.0 47.22 522.13 2388.05 8.4069 390 39.09 23.4191
230 248 642.0 1585.69 1391.49 554.05 2388.0 47.2 522.79 2388.05 8.3755 391 39.02 23.4489
231 247 642.02 1582.69 1398.38 554.07 2388.03 47.22 522.3 2388.01 8.401 391 38.84 23.4402
232 246 642.41 1578.97 1398.74 554.34 2388.04 47.26 522.22 2388.01 8.3856 392 38.94 23.3071
233 245 642.27 1579.21 1392.13 553.98 2387.97 47.14 522.87 2388.0 8.3449 392 39.08 23.4631
234 244 642.02 1580.59 1391.6 554.14 2388.04 47.08 522.9 2388.02 8.4144 392 38.92 23.4966
235 243 642.01 1584.33 1398.69 554.16 2388.04 47.22 522.77 2388.06 8.4087 392 39.03 23.4546
236 242 642.05 1586.41 1397.6 554.2 2388.05 47.17 522.27 2388.0 8.3847 390 38.99 23.4284
237 241 642.15 1575.45 1392.6 554.54 2388.0 47.19 522.08 2388.05 8.3994 390 38.93 23.5041
238 240 642.4 1583.85 1396.46 554.96 2388.04 47.03 522.73 2388.0 8.3756 391 38.89 23.3447
239 239 642.09 1586.71 1397.95 554.67 2387.99 47.18 522.41 2387.98 8.3821 392 39.23 23.4336
240 238 642.85 1583.86 1396.5 554.04 2388.04 47.18 522.83 2387.99 8.4024 390 39.17 23.4871
241 237 642.02 1577.86 1399.78 554.73 2388.0 47.16 522.16 2388.05 8.4042 391 39.1 23.353
242 236 642.03 1585.34 1393.06 555.02 2388.02 47.03 522.34 2388.01 8.3731 392 38.9 23.3239
243 235 641.52 1588.48 1401.66 554.76 2388.0 47.09 522.58 2388.01 8.4064 392 39.08 23.3668
244 234 642.0 1584.9 1397.09 554.33 2388.05 46.98 522.73 2388.01 8.411 391 38.95 23.5307
245 233 641.58 1583.46 1405.33 554.42 2388.01 47.1 522.48 2387.99 8.4057 392 39.13 23.3626
246 232 642.33 1585.59 1387.16 554.54 2388.02 47.18 522.7 2388.02 8.4077 392 39.11 23.3779
247 231 641.84 1587.04 1388.97 554.72 2388.02 47.03 522.1 2388.01 8.393 391 39.1 23.3796
248 230 642.5 1584.13 1389.62 553.87 2388.05 47.17 521.98 2387.96 8.4008 391 39.23 23.4544
249 229 642.3 1582.93 1389.91 554.46 2388.03 47.3 522.24 2387.98 8.3731 391 39.15 23.3861
250 228 642.48 1584.24 1397.95 554.6 2388.08 47.17 522.78 2388.0 8.4036 391 39.04 23.4347
251 227 642.09 1584.57 1396.84 554.06 2388.04 47.12 521.93 2388.02 8.4003 393 39.11 23.3928
252 226 642.41 1585.45 1399.71 555.08 2388.03 47.09 522.69 2387.99 8.4006 391 39.04 23.2745
253 225 641.81 1577.87 1401.66 554.52 2388.03 47.27 521.78 2387.98 8.4193 391 39.23 23.4442
254 224 641.91 1575.83 1395.05 554.63 2388.0 47.17 522.15 2388.01 8.3867 392 38.98 23.325
255 223 641.66 1581.65 1401.46 554.93 2388.02 47.11 522.18 2388.05 8.4144 391 39.07 23.398
256 222 641.7 1582.59 1395.4 554.28 2388.0 47.34 522.52 2387.98 8.4128 391 38.92 23.3455
257 221 642.26 1584.6 1394.01 554.11 2388.06 47.17 522.65 2387.98 8.4121 392 39.0 23.426
258 220 642.17 1587.63 1395.44 554.99 2388.1 46.96 522.58 2388.0 8.3761 393 39.02 23.3933
259 219 642.5 1577.16 1399.27 554.07 2387.97 47.16 522.2 2388.0 8.4141 392 38.97 23.4076
260 218 642.73 1586.47 1399.73 554.35 2388.01 47.33 522.21 2387.97 8.4116 392 39.09 23.3783
261 217 641.76 1593.24 1397.3 554.47 2388.05 47.26 522.17 2387.98 8.4118 392 39.06 23.3894
262 216 642.39 1586.68 1403.09 555.01 2388.0 47.24 522.02 2387.94 8.3993 392 38.92 23.317
263 215 642.48 1583.11 1393.85 554.54 2388.03 47.19 522.4 2388.02 8.4012 392 39.12 23.4393
264 214 641.73 1586.57 1400.98 554.41 2388.01 47.15 522.95 2388.02 8.3896 390 38.94 23.4567
265 213 642.39 1584.04 1396.13 555.36 2388.01 47.25 521.97 2388.03 8.3932 391 39.07 23.4015
266 212 641.64 1578.27 1390.64 555.45 2387.95 47.09 522.54 2388.07 8.3944 392 38.99 23.421
267 211 642.01 1586.91 1399.66 554.05 2388.05 46.99 522.08 2388.07 8.3629 392 38.88 23.4591
268 210 641.97 1588.54 1395.38 554.06 2388.02 46.95 522.36 2388.02 8.4399 392 39.01 23.4969
269 209 642.44 1587.2 1394.24 554.83 2387.99 47.12 522.57 2387.98 8.4018 391 38.96 23.5367
270 208 641.62 1585.59 1398.51 554.19 2388.0 47.23 522.26 2388.09 8.3931 390 39.15 23.2873
271 207 641.37 1588.33 1394.0 554.94 2387.99 47.2 523.26 2388.03 8.3889 391 38.95 23.4198
272 206 641.72 1578.31 1390.12 555.25 2388.02 47.25 522.62 2388.07 8.4162 391 39.08 23.4685
273 205 641.86 1587.24 1402.78 554.17 2388.01 47.19 522.3 2388.0 8.3428 391 39.17 23.4491
274 204 641.73 1585.18 1398.81 554.18 2388.07 47.13 523.13 2388.04 8.3997 390 39.0 23.4056
275 203 642.41 1586.46 1402.26 554.86 2388.06 47.29 522.75 2387.92 8.394 392 38.95 23.4055
276 202 641.73 1588.31 1398.33 554.5 2387.97 47.19 522.63 2387.96 8.3954 391 39.13 23.4072
277 201 641.85 1579.31 1399.12 554.51 2388.02 47.27 522.26 2388.01 8.3958 391 38.87 23.4982
278 200 642.36 1582.64 1399.51 554.77 2387.95 47.26 522.59 2387.96 8.3952 393 39.1 23.2916
279 199 642.23 1587.88 1398.17 554.71 2388.01 47.04 522.62 2388.0 8.3851 391 39.06 23.4173
280 198 641.95 1584.62 1394.07 554.18 2388.0 47.18 522.42 2388.08 8.4143 393 39.18 23.4148
281 197 642.06 1580.77 1405.34 554.1 2387.98 47.21 522.04 2388.0 8.3922 390 38.9 23.4878
282 196 642.09 1583.57 1399.47 553.79 2388.02 47.15 522.48 2388.05 8.4026 391 39.1 23.3972
283 195 642.36 1584.87 1399.17 554.28 2388.02 47.13 522.45 2388.0 8.3919 392 38.81 23.2772
284 194 642.21 1591.68 1392.48 553.92 2388.05 47.24 522.52 2388.0 8.4005 391 38.94 23.3075
285 193 642.1 1585.62 1395.39 554.53 2388.03 47.38 522.74 2387.99 8.4075 392 39.15 23.4165
286 192 642.56 1579.26 1402.79 553.99 2388.05 47.06 522.37 2388.02 8.3773 392 38.98 23.4318
287 191 642.42 1576.94 1399.59 554.4 2387.97 47.07 521.66 2388.06 8.3698 392 38.92 23.3285
288 190 642.04 1586.12 1400.5 554.42 2388.02 47.19 522.22 2388.06 8.4202 391 39.06 23.3578
289 189 641.73 1587.84 1401.08 554.57 2388.04 47.21 522.92 2387.98 8.4115 391 39.08 23.5011
290 188 642.04 1585.48 1400.97 554.43 2388.05 47.13 522.5 2388.0 8.4179 393 39.15 23.3414
291 187 642.04 1586.01 1402.72 554.48 2388.0 47.21 522.01 2388.05 8.4107 390 38.85 23.331
292 186 641.96 1582.66 1397.81 555.07 2387.98 47.37 522.4 2388.01 8.3835 392 38.93 23.4257
293 185 642.44 1590.24 1407.05 554.44 2388.03 47.19 522.05 2388.04 8.4052 391 38.92 23.3453
294 184 642.05 1587.75 1392.16 554.44 2388.11 47.23 522.36 2388.02 8.4148 392 39.12 23.4403
295 183 642.41 1582.04 1397.31 554.91 2388.0 47.26 522.18 2388.07 8.4037 390 39.03 23.4053
296 182 641.94 1585.65 1397.45 554.81 2388.02 47.32 522.11 2388.05 8.4056 392 39.0 23.3467
297 181 641.87 1584.61 1402.62 553.96 2388.06 47.32 522.11 2387.97 8.3727 393 39.09 23.4154
298 180 642.52 1581.7 1402.93 554.21 2387.96 47.16 522.34 2388.05 8.3723 393 39.13 23.5191
299 179 642.24 1578.45 1396.25 554.29 2388.03 47.23 522.27 2388.04 8.3978 391 38.75 23.4441
300 178 642.12 1590.41 1392.9 553.72 2388.12 47.28 522.0 2387.99 8.4061 391 39.1 23.3497
301 177 642.29 1583.3 1398.47 554.5 2388.07 47.31 522.27 2388.02 8.3723 391 39.06 23.3997
302 176 642.24 1576.85 1393.76 554.42 2387.99 47.18 522.32 2387.99 8.4437 392 39.16 23.4703
303 175 642.49 1588.35 1397.2 554.33 2388.01 47.37 522.23 2388.0 8.4025 392 39.06 23.3444
304 174 641.95 1584.21 1404.74 554.07 2388.01 47.23 522.1 2387.99 8.3994 391 39.12 23.5029
305 173 642.13 1576.56 1397.05 555.1 2388.01 47.19 522.13 2388.02 8.4119 391 39.06 23.3784
306 172 642.16 1583.27 1401.33 554.37 2388.01 47.14 522.1 2388.03 8.395 390 38.89 23.313
307 171 642.38 1577.87 1398.39 554.45 2387.97 47.01 522.48 2388.02 8.3895 391 38.96 23.4542
308 170 641.97 1583.84 1395.4 554.6 2388.02 47.23 522.39 2388.03 8.4365 392 39.05 23.432
309 169 641.95 1580.49 1400.99 553.96 2388.01 47.11 522.23 2388.05 8.3735 392 39.04 23.2912
310 168 642.67 1585.06 1401.87 554.32 2388.0 47.24 522.21 2388.0 8.4236 392 38.74 23.3731
311 167 642.01 1589.61 1394.39 554.42 2388.05 47.22 521.62 2388.01 8.3666 391 39.18 23.4077
312 166 642.04 1580.19 1391.52 554.51 2387.96 47.28 522.31 2387.97 8.4134 392 39.09 23.3381
313 165 642.08 1585.52 1405.27 553.82 2388.01 47.23 521.96 2387.97 8.3783 392 38.88 23.3284
314 164 642.11 1588.59 1403.23 554.31 2388.04 47.21 522.14 2388.03 8.3887 391 38.86 23.4492
315 163 642.37 1583.12 1399.26 554.58 2388.04 47.06 522.64 2387.99 8.4049 392 39.03 23.3364
316 162 642.71 1586.32 1397.94 554.81 2388.01 47.31 522.23 2387.98 8.4012 391 39.09 23.3785
317 161 642.07 1587.45 1403.41 554.03 2387.96 47.28 521.95 2387.99 8.4243 392 38.91 23.3592
318 160 642.26 1586.65 1400.81 554.08 2387.99 47.21 522.2 2388.08 8.4476 391 39.08 23.34
319 159 641.54 1592.2 1397.34 554.16 2388.01 47.2 522.36 2388.05 8.4098 392 39.05 23.3966
320 158 641.66 1590.59 1400.25 554.6 2388.07 47.23 522.19 2387.99 8.3986 392 38.96 23.4331
321 157 642.06 1584.83 1409.98 554.42 2387.99 47.26 522.4 2388.05 8.4145 391 38.92 23.3645
322 156 641.96 1587.61 1394.26 554.88 2388.01 47.36 522.37 2387.98 8.4074 392 39.02 23.4016
323 155 642.01 1586.66 1398.78 554.4 2388.13 47.12 522.25 2388.03 8.4102 390 38.91 23.313
324 154 642.84 1581.22 1393.87 554.21 2388.04 47.18 521.71 2388.05 8.4054 392 38.89 23.2668
325 153 642.76 1586.44 1406.2 553.88 2388.02 47.17 521.95 2388.02 8.381 390 38.95 23.3367
326 152 642.02 1580.12 1404.56 554.52 2388.01 47.34 522.13 2388.03 8.4108 392 38.91 23.3992
327 151 642.06 1582.91 1402.67 554.5 2388.05 47.09 521.86 2387.99 8.3889 389 39.0 23.4236
328 150 642.46 1585.36 1406.79 554.42 2388.01 47.39 522.21 2388.0 8.369 391 38.98 23.3517
329 149 642.34 1585.19 1398.95 555.03 2387.99 47.16 521.73 2388.04 8.4125 392 38.82 23.4346
330 148 642.63 1590.88 1400.87 554.24 2388.06 47.3 522.61 2388.03 8.3919 391 38.94 23.4316
331 147 642.29 1593.7 1403.14 554.86 2388.09 47.32 522.49 2387.95 8.4243 392 39.01 23.474
332 146 642.07 1585.09 1403.25 554.7 2388.05 47.43 522.5 2388.05 8.4254 393 39.02 23.4038
333 145 641.91 1586.41 1401.27 554.18 2388.08 47.3 522.18 2388.04 8.3936 391 39.0 23.4716
334 144 642.31 1588.88 1400.49 554.05 2388.03 47.3 521.73 2388.05 8.423 393 38.82 23.4197
335 143 642.02 1584.35 1401.21 553.96 2388.03 47.32 522.11 2388.01 8.3836 392 39.19 23.3494
336 142 642.01 1582.72 1403.53 554.1 2387.97 47.33 521.93 2388.08 8.3967 393 38.83 23.5167
337 141 642.52 1590.06 1405.09 554.25 2388.05 47.3 522.0 2388.04 8.4074 391 38.97 23.4017
338 140 642.27 1588.78 1394.58 554.16 2388.05 47.48 521.91 2388.06 8.3896 393 38.89 23.3356
339 139 642.65 1584.5 1398.3 554.32 2388.02 47.31 522.57 2388.06 8.4128 393 39.13 23.3971
340 138 642.03 1587.88 1404.41 553.84 2388.04 47.31 521.87 2388.0 8.387 391 38.89 23.4024
341 137 642.62 1585.43 1393.74 554.13 2388.01 47.15 522.22 2388.02 8.4175 391 39.03 23.2996
342 136 642.54 1590.21 1398.31 553.66 2387.98 47.33 522.28 2388.04 8.4173 390 38.92 23.3831
343 135 642.38 1583.49 1400.9 553.86 2388.06 47.25 522.06 2388.07 8.4123 391 38.86 23.3666
344 134 641.96 1594.33 1397.52 553.78 2388.09 47.29 521.82 2388.07 8.4262 392 38.71 23.3222
345 133 642.34 1591.3 1413.28 554.45 2388.01 47.23 522.21 2388.02 8.4161 391 38.89 23.4216
346 132 642.17 1580.93 1397.45 553.84 2388.06 47.23 521.91 2388.07 8.4029 392 38.99 23.3634
347 131 642.15 1578.73 1399.13 554.7 2388.04 47.31 522.14 2388.07 8.4075 391 39.07 23.3474
348 130 642.04 1588.7 1400.63 553.71 2388.07 47.45 522.25 2388.06 8.4137 394 38.97 23.2225
349 129 641.99 1586.95 1404.68 554.67 2388.02 47.45 522.32 2388.03 8.4324 392 39.03 23.422
350 128 641.81 1593.89 1399.71 553.7 2388.04 47.26 522.2 2388.0 8.4138 393 38.89 23.3979
351 127 642.53 1585.65 1409.72 554.65 2388.07 47.46 521.96 2388.05 8.4012 393 38.92 23.4119
352 126 642.08 1586.65 1396.32 554.18 2388.05 47.19 521.96 2388.04 8.4601 393 38.83 23.4036
353 125 641.71 1588.83 1401.23 553.95 2388.06 47.42 522.09 2388.01 8.3739 392 39.05 23.4045
354 124 642.88 1589.56 1396.2 553.96 2388.08 47.29 521.55 2388.05 8.3904 392 38.94 23.4442
355 123 642.82 1588.23 1405.5 554.31 2387.99 47.32 521.74 2388.04 8.4304 391 38.97 23.4381
356 122 642.17 1588.55 1402.96 553.71 2388.03 47.39 522.28 2387.97 8.4068 392 38.93 23.4707
357 121 641.79 1589.09 1394.26 553.71 2388.03 47.43 521.96 2388.01 8.4111 392 38.87 23.4352
358 120 642.25 1588.74 1395.35 553.62 2388.01 47.39 522.11 2388.03 8.4261 393 38.84 23.3977
359 119 642.55 1593.95 1404.01 554.32 2388.04 47.3 521.89 2388.04 8.4329 391 38.84 23.3787
360 118 642.26 1581.85 1406.06 553.06 2388.06 47.33 521.77 2388.09 8.4214 391 38.93 23.3766
361 117 642.14 1577.26 1405.93 553.84 2388.03 47.35 522.36 2388.07 8.4079 394 38.88 23.3532
362 116 642.21 1587.94 1410.34 553.84 2388.03 47.34 521.89 2388.02 8.4027 392 38.91 23.287
363 115 642.07 1589.42 1398.26 553.69 2388.06 47.25 521.42 2388.09 8.4109 392 39.09 23.3496
364 114 642.66 1589.0 1403.22 554.64 2388.04 47.27 521.4 2388.05 8.4288 392 38.92 23.3576
365 113 642.34 1588.01 1403.24 553.76 2388.08 47.31 521.85 2388.04 8.3994 394 39.02 23.3513
366 112 642.46 1584.58 1398.37 554.01 2388.02 47.45 522.2 2388.08 8.417 393 38.88 23.3065
367 111 642.32 1585.73 1405.47 554.15 2388.04 47.22 521.54 2388.07 8.4189 392 39.08 23.4372
368 110 642.35 1586.88 1400.31 554.59 2388.06 47.42 521.95 2388.04 8.4153 393 38.74 23.3538
369 109 642.43 1590.29 1404.39 553.83 2388.04 47.56 521.97 2388.07 8.3914 391 38.85 23.353
370 108 642.33 1584.55 1399.3 553.86 2388.03 47.37 522.48 2388.03 8.4462 394 38.91 23.3329
371 107 642.5 1593.51 1402.27 554.21 2388.11 47.52 521.76 2388.05 8.4404 392 39.04 23.3712
372 106 642.01 1585.87 1399.24 554.29 2388.03 47.27 522.19 2388.01 8.4148 393 38.92 23.3777
373 105 642.39 1586.42 1406.61 553.63 2388.03 47.52 522.39 2388.09 8.4072 392 39.04 23.2931
374 104 642.6 1584.95 1406.15 554.35 2388.08 47.24 521.84 2388.06 8.4225 392 38.85 23.3851
375 103 642.43 1585.66 1408.13 554.99 2388.04 47.47 521.86 2388.06 8.3996 394 38.85 23.4003
376 102 642.66 1581.09 1407.11 554.53 2388.02 47.23 522.22 2388.05 8.42 392 38.94 23.2801
377 101 642.8 1582.46 1404.35 554.42 2388.05 47.47 521.82 2388.16 8.4131 393 38.75 23.3416
378 100 642.69 1588.88 1407.54 553.32 2388.08 47.51 521.09 2388.05 8.4101 392 38.93 23.3926
379 99 642.64 1582.97 1402.72 554.26 2388.07 47.37 522.34 2388.04 8.4124 392 38.82 23.306
380 98 642.81 1583.54 1403.09 554.03 2388.03 47.42 521.7 2388.04 8.4253 393 39.02 23.2923
381 97 642.48 1592.5 1405.73 554.4 2388.06 47.2 521.73 2388.03 8.4128 393 39.04 23.2623
382 96 642.23 1584.59 1407.64 553.42 2388.04 47.4 521.92 2388.05 8.4694 393 38.93 23.3507
383 95 642.18 1589.95 1404.07 553.09 2388.03 47.49 521.7 2388.09 8.4309 392 38.87 23.3049
384 94 642.13 1588.28 1399.59 553.54 2388.09 47.3 521.16 2388.08 8.4143 393 38.73 23.2606
385 93 643.1 1592.38 1404.64 553.86 2388.05 47.69 522.17 2388.1 8.4304 393 38.9 23.3282
386 92 643.24 1591.55 1410.18 553.22 2388.01 47.32 521.92 2388.07 8.4224 393 39.09 23.3326
387 91 642.64 1591.39 1408.59 554.31 2388.15 47.43 522.02 2388.06 8.4614 393 39.04 23.3682
388 90 642.55 1588.64 1403.29 554.07 2388.07 47.36 521.47 2388.06 8.4387 390 38.79 23.3426
389 89 643.21 1596.17 1402.91 553.94 2388.05 47.14 521.5 2388.05 8.441 392 38.9 23.2813
390 88 642.44 1587.17 1409.39 554.06 2388.09 47.49 521.22 2388.08 8.429 394 39.08 23.2433
391 87 642.74 1589.73 1406.28 553.13 2388.08 47.44 521.69 2388.07 8.4143 394 38.95 23.4101
392 86 642.31 1595.57 1400.92 554.25 2388.04 47.44 521.88 2388.1 8.4458 392 38.93 23.3551
393 85 642.56 1589.47 1408.72 554.14 2388.14 47.45 522.01 2388.03 8.4287 392 38.68 23.1814
394 84 641.95 1593.02 1410.33 553.2 2388.05 47.58 521.41 2388.12 8.4197 393 38.7 23.1596
395 83 642.46 1591.84 1404.01 553.94 2388.02 47.43 521.33 2388.06 8.4779 393 38.93 23.3788
396 82 642.65 1586.59 1409.11 552.83 2388.07 47.42 521.48 2388.09 8.4298 393 39.01 23.3266
397 81 642.51 1588.18 1411.14 553.86 2388.03 47.24 521.37 2388.08 8.4086 391 38.8 23.3974
398 80 642.73 1591.04 1402.94 553.06 2388.05 47.39 521.55 2388.04 8.4175 392 38.87 23.308
399 79 642.6 1590.29 1407.93 553.09 2388.05 47.51 521.64 2388.11 8.458 394 38.75 23.2931
400 78 642.27 1590.92 1409.2 553.66 2388.09 47.43 520.72 2388.11 8.4281 391 38.97 23.3362
401 77 642.88 1583.56 1396.99 553.5 2388.1 47.51 521.77 2388.08 8.4317 393 38.92 23.2484
402 76 642.8 1584.65 1409.23 552.47 2388.08 47.48 521.67 2388.08 8.452 392 38.86 23.2252
403 75 642.54 1586.71 1406.43 553.32 2388.13 47.51 521.74 2388.16 8.461 391 39.03 23.2138
404 74 642.39 1594.64 1407.38 554.04 2388.09 47.56 521.65 2388.05 8.4354 392 38.73 23.3246
405 73 642.39 1588.17 1402.21 553.86 2388.09 47.49 521.81 2388.13 8.4428 390 38.82 23.2857
406 72 642.97 1591.44 1411.63 553.75 2388.09 47.57 521.02 2388.09 8.4192 395 38.72 23.117
407 71 642.46 1583.46 1408.68 553.01 2388.08 47.53 522.19 2388.06 8.452 393 38.97 23.3221
408 70 643.3 1585.11 1407.97 553.22 2388.1 47.51 521.29 2388.08 8.4982 392 38.94 23.2658
409 69 642.91 1592.69 1412.7 553.09 2388.12 47.56 521.7 2388.02 8.4763 394 38.87 23.2734
410 68 642.88 1592.52 1412.91 553.28 2388.02 47.71 521.74 2388.12 8.46 393 38.78 23.371
411 67 642.87 1600.76 1406.68 552.92 2388.09 47.54 520.77 2388.11 8.4123 392 38.86 23.3541
412 66 643.09 1586.57 1408.21 553.77 2388.12 47.47 521.46 2388.11 8.4446 394 38.99 23.3309
413 65 643.16 1590.78 1411.66 553.56 2388.1 47.52 521.46 2388.1 8.4414 393 38.75 23.3147
414 64 643.06 1596.47 1406.28 553.91 2388.06 47.62 520.84 2388.12 8.4348 393 38.84 23.2077
415 63 642.86 1592.47 1414.63 553.17 2388.13 47.74 521.16 2388.12 8.4495 394 38.79 23.2336
416 62 642.68 1590.59 1409.87 553.96 2388.12 47.67 521.33 2388.15 8.4357 393 38.75 23.209
417 61 643.23 1601.02 1408.9 553.45 2388.05 47.46 521.59 2388.11 8.4744 394 38.83 23.3575
418 60 642.8 1587.46 1410.4 553.73 2388.11 47.66 521.28 2388.09 8.4472 393 38.8 23.2895
419 59 642.67 1592.83 1406.88 553.35 2388.11 47.46 521.18 2388.1 8.4493 394 38.72 23.2553
420 58 642.32 1593.83 1407.69 553.0 2388.13 47.65 521.66 2388.11 8.4447 393 38.82 23.1824
421 57 642.68 1593.67 1412.71 553.43 2388.09 47.69 520.94 2388.09 8.4482 394 38.71 23.2213
422 56 642.99 1593.78 1404.68 552.61 2388.13 47.64 521.73 2388.11 8.462 394 38.81 23.2847
423 55 642.98 1590.33 1411.66 553.53 2388.11 47.56 520.9 2388.07 8.4395 394 38.7 23.2459
424 54 642.96 1599.65 1413.34 553.49 2388.07 47.66 521.63 2388.11 8.448 392 38.63 23.3894
425 53 643.49 1588.68 1412.07 553.31 2388.12 47.58 521.42 2388.1 8.4341 394 38.87 23.2635
426 52 642.63 1594.54 1406.42 552.42 2388.12 47.85 521.66 2388.12 8.4699 394 38.82 23.2137
427 51 643.01 1598.16 1410.66 553.52 2388.15 47.63 521.17 2388.11 8.4679 394 38.63 23.275
428 50 643.14 1593.05 1419.76 552.78 2388.11 47.65 520.7 2388.12 8.4742 394 38.57 23.2618
429 49 643.13 1599.64 1413.73 552.98 2388.11 47.52 521.34 2388.12 8.4681 394 38.67 23.1829
430 48 642.73 1598.37 1417.49 553.05 2388.13 47.83 520.66 2388.12 8.4318 394 38.68 23.2728
431 47 642.61 1599.71 1406.54 553.18 2388.11 47.66 521.18 2388.11 8.482 393 38.76 23.314
432 46 643.14 1598.65 1418.33 552.36 2388.16 47.7 521.1 2388.13 8.4423 396 38.8 23.1703
433 45 643.77 1593.7 1408.71 553.07 2388.13 47.54 521.6 2388.08 8.4377 393 38.78 23.2157
434 44 643.04 1593.98 1411.41 552.71 2388.09 47.55 521.05 2388.06 8.4661 395 38.57 23.2729
435 43 642.88 1595.99 1413.04 552.68 2388.13 47.71 520.6 2388.14 8.4785 393 38.57 23.3427
436 42 642.7 1590.93 1418.05 552.75 2388.15 47.75 521.03 2388.12 8.4748 395 38.73 23.2067
437 41 642.85 1589.74 1420.2 552.57 2388.12 47.72 521.27 2388.11 8.4702 396 38.66 23.27
